,sqft,beds,baths,lot_size,year_built,address,Bronx,Brooklyn,Manhattan,New York,Queens,Staten Island,Condo,Land,Multi-Family Home,Single Family Home,sale_price
458,2097.0,4.0,1.5,5874.0,1964.0,92 Bolivar St,0,0,0,0,0,1,0,0,0,1,860000.0
459,1660.0,3.0,2.5,2113.0,1998.0,27 Forest Ave,0,0,0,0,0,1,0,0,0,1,594000.0
460,1320.0,3.0,1.5,1420.0,1960.0,736 N Railroad Ave,0,0,0,0,0,1,0,0,0,1,570000.0
461,1088.0,3.0,2.0,950.0,1925.0,2042 W 7th St,0,1,0,0,0,0,0,0,0,1,799000.0
462,1488.0,3.0,3.5,2500.0,2020.0,49 Hamilton St,0,0,0,0,0,1,0,0,0,1,560000.0
463,1057.0,3.0,1.0,3000.0,1930.0,15 Dana St,0,0,0,0,0,1,0,0,0,1,610000.0
464,2000.0,3.0,2.5,3110.0,1999.0,121 Sharrott Ave,0,0,0,0,0,1,0,0,0,1,647000.0
465,3000.0,8.0,3.0,2003.0,1910.0,327 51st St,0,1,0,0,0,0,0,0,1,0,890000.0
466,737.0,2.0,1.5,2614.0,1925.0,60-77 59th Dr,0,0,0,1,0,0,0,0,0,1,669000.0
467,1480.0,3.0,1.5,2614.0,1935.0,90-45 55th Ave,0,0,0,1,0,0,0,0,0,1,888000.0
468,983.0,2.0,1.5,1300.0,1920.0,1249 E 59th St,0,1,0,0,0,0,0,0,0,1,469500.0
469,2400.0,4.0,3.0,4433.0,1960.0,320 Whitman Dr,0,1,0,0,0,0,0,0,0,1,1375000.0
470,1680.0,3.0,2.5,2600.0,1998.0,1073 Rensselaer Ave,0,0,0,0,0,1,0,0,0,1,700000.0
471,1720.0,3.0,2.0,8910.0,1945.0,115 Wheeling Ave,0,0,0,0,0,1,0,0,0,1,720000.0
472,3993.0,5.0,4.5,5335.0,1984.0,71 Ravenna St,0,0,0,0,0,1,0,0,0,1,960000.0
473,1911.0,3.0,2.5,4100.0,1965.0,5 Ridge Ave,0,0,0,0,0,1,0,0,0,1,760000.0
474,1248.0,3.0,2.0,3800.0,2017.0,754 Patterson Ave,0,0,0,0,0,1,0,0,0,1,550000.0
475,3000.0,3.0,2.5,3000.0,1994.0,32 Robin Ct,0,0,0,0,0,1,1,0,0,0,715000.0
476,1836.0,3.0,2.5,4000.0,1910.0,443 79th St,0,1,0,0,0,0,0,0,0,1,1425000.0
477,1080.0,2.0,2.5,1200.0,2004.0,23 Justin Ave,0,0,0,0,0,1,1,0,0,0,495000.0
478,3276.0,7.0,4.0,2608.0,1931.0,6808 21st Ave,0,1,0,0,0,0,0,0,1,0,1720000.0
479,1960.0,6.0,3.0,3000.0,1930.0,2359 63rd St,0,1,0,0,0,0,0,0,1,0,1350000.0
480,1500.0,3.0,1.5,2000.0,2020.0,363 Freeborn St,0,0,0,0,0,1,0,0,0,1,580000.0
481,1616.0,4.0,3.0,2800.0,1930.0,1626 Madison Pl,0,1,0,0,0,0,0,0,1,0,925000.0
482,2400.0,4.0,1.0,49.0,1984.0,133 Rockne St,0,0,0,0,0,1,0,0,0,1,550000.0
483,1880.0,3.0,2.5,2800.0,1978.0,210 Woodrow Rd,0,0,0,0,0,1,0,0,0,1,639000.0
484,1350.0,3.0,1.5,1500.0,1986.0,10 Cherrywood Ct,0,0,0,0,0,1,1,0,0,0,470000.0
485,2220.0,4.0,2.0,4280.0,1965.0,28 Holgate St,0,0,0,0,0,1,0,0,0,1,770000.0
486,1380.0,3.0,1.5,1400.0,1996.0,531 Lynn St,0,0,0,0,0,1,1,0,0,0,500000.0
487,1900.0,3.0,2.0,2000.0,1925.0,2921 Fillmore Ave,0,1,0,0,0,0,0,0,0,1,730000.0
488,1196.0,3.0,2.0,5690.0,1955.0,233 Little Clove Rd,0,0,0,0,0,1,0,0,0,1,608000.0
489,784.0,2.0,1.5,1035.0,1996.0,41 Greenfield Ct,0,0,0,0,0,1,1,0,0,0,420000.0
490,1230.0,3.0,2.0,2000.0,1925.0,1651 E 48th St,0,1,0,0,0,0,0,0,0,1,752000.0
491,3756.0,5.0,4.0,2523.0,1901.0,130-134 Watchogue Rd,0,0,0,0,0,1,0,0,1,0,900000.0
492,1302.0,3.0,2.5,3690.0,1910.0,134 Greenfield Ave,0,0,0,0,0,1,0,0,0,1,538000.0
493,1666.0,5.0,2.5,1666.0,1910.0,3907 7th Ave,0,1,0,0,0,0,0,0,1,0,1060000.0
494,1187.0,2.0,1.5,1471.0,1986.0,64 Seguine Pl,0,0,0,0,0,1,1,0,0,0,415000.0
495,1184.0,2.0,1.0,2531.0,1899.0,805 Van Duzer St,0,0,0,0,0,1,0,0,0,1,200000.0
496,1292.0,3.0,3.0,1742.0,1905.0,90-08 86th Rd,0,0,0,1,0,0,0,0,0,1,632000.0
497,950.0,3.0,2.5,1120.0,2002.0,43 Studio Ln,0,0,0,0,0,1,0,0,0,1,450000.0
498,1646.0,3.0,3.5,2774.0,1998.0,57 Belfast Ave,0,0,0,0,0,1,0,0,0,1,700000.0
499,1960.0,3.0,1.5,3306.0,1997.0,469 Harold Ave,0,0,0,0,0,1,0,0,0,1,820000.0
500,2464.0,4.0,3.0,4000.0,1960.0,2542 E 65th St,0,1,0,0,0,0,0,0,0,1,1115000.0
501,1260.0,2.0,2.0,2500.0,1925.0,93 Sanford Pl,0,0,0,0,0,1,0,0,0,1,585000.0
502,2216.0,3.0,2.5,2500.0,1986.0,33 Corona Ave,0,0,0,0,0,1,0,0,0,1,635000.0
503,1861.0,5.0,3.0,3882.0,1999.0,1304 Richmond Ave,0,0,0,0,0,1,0,0,0,1,720000.0
504,2224.0,3.0,2.5,1152.0,1999.0,52 Forest Ln,0,0,0,0,0,1,1,0,0,0,499000.0
505,2340.0,5.0,2.5,2000.0,1935.0,2046 E 34th St,0,1,0,0,0,0,0,0,1,0,910000.0
506,1275.0,2.0,2.0,2820.0,1930.0,41 Wild Ave,0,0,0,0,0,1,0,0,0,1,505000.0
507,1252.0,3.0,1.0,2800.0,1925.0,11 Hawthorne Ave,0,0,0,0,0,1,0,0,0,1,525000.0
508,2817.0,4.0,3.0,5000.0,1970.0,177 Lamoka Ave,0,0,0,0,0,1,0,0,0,1,850000.0
509,839.0,2.0,1.0,2100.0,1920.0,12 Presley St,0,0,0,0,0,1,0,0,0,1,423000.0
510,1364.0,3.0,1.5,946.0,1988.0,18A Fuller Ct,0,0,0,0,0,1,1,0,0,0,485000.0
511,1800.0,3.0,1.5,2408.0,1920.0,43 Lockman Ave,0,0,0,0,0,1,0,0,0,1,522000.0
512,3016.0,3.0,3.0,4200.0,1975.0,248 Kelly Blvd,0,0,0,0,0,1,0,0,0,1,930000.0
513,2267.0,3.0,2.5,2500.0,2004.0,150 Fairfield St,0,0,0,0,0,1,0,0,0,1,724000.0
514,2196.0,3.0,2.5,1778.0,1945.0,129 Bay 7 St,0,1,0,0,0,0,0,0,0,1,998000.0
515,1320.0,3.0,1.5,1708.0,1950.0,8843 18th Ave,0,1,0,0,0,0,0,0,0,1,1080000.0
516,1320.0,3.0,1.5,1708.0,1950.0,8843 18th Ave,0,1,0,0,0,0,0,0,0,1,1080000.0
517,1248.0,3.0,1.5,2150.0,1920.0,1465 E 56th St,0,1,0,0,0,0,0,0,0,1,608000.0
518,1320.0,3.0,1.5,2808.0,1955.0,1361 E 89th St,0,1,0,0,0,0,0,0,0,1,490000.0
519,2142.0,5.0,2.0,6000.0,1930.0,11302 Hannibal St,0,0,0,1,0,0,0,0,0,1,560000.0
520,1400.0,4.0,1.0,4000.0,1905.0,141 Highview Ave,0,0,0,0,0,1,0,0,0,1,439500.0
521,1060.0,2.0,1.5,1020.0,1994.0,66 Ashley Ln,0,0,0,0,0,1,0,0,0,1,480000.0
522,1498.0,4.0,1.5,2000.0,1920.0,1852 78th St,0,1,0,0,0,0,0,0,0,1,887000.0
523,736.0,2.0,2.0,2700.0,1925.0,254 Jacques Ave,0,0,0,0,0,1,0,0,0,1,375000.0
524,1980.0,2.0,2.0,3104.0,1920.0,194 Chandler Ave,0,0,0,0,0,1,0,0,0,1,700000.0
525,1508.0,3.0,3.0,4205.0,1920.0,53 Lynhurst Ave,0,0,0,0,0,1,0,0,0,1,624000.0
526,2268.0,6.0,2.5,3920.0,1970.0,212-52 Whitehall Ter,0,0,0,1,0,0,0,0,0,1,920000.0
527,1216.0,3.0,2.5,1742.0,1920.0,147-37 Coolidge Ave,0,0,0,0,1,0,0,0,0,1,720000.0
528,1224.0,3.0,2.0,1742.0,1950.0,21-42 81st St,0,0,0,1,0,0,0,0,0,1,815000.0
529,1280.0,3.0,2.5,2614.0,1920.0,107-12 135th St,0,0,0,1,0,0,0,0,0,1,637000.0
530,2100.0,3.0,1.5,7680.0,1985.0,184 Chelsea St,0,0,0,0,0,1,0,0,0,1,775000.0
531,2288.0,5.0,5.0,3100.0,1975.0,78 Shale St,0,0,0,0,0,1,0,0,0,1,838000.0
532,4242.0,4.0,4.5,5000.0,2020.0,390 Yetman Ave,0,0,0,0,0,1,0,0,0,1,1155000.0
533,2199.0,3.0,1.5,4000.0,1975.0,139 Getz Ave,0,0,0,0,0,1,0,0,0,1,800000.0
534,1440.0,3.0,2.5,2500.0,1987.0,1096 Rensselaer Ave,0,0,0,0,0,1,0,0,0,1,675000.0
535,2540.0,4.0,3.5,4107.0,1997.0,859 Rossville Ave,0,0,0,0,0,1,0,0,0,1,720000.0
536,2220.0,4.0,3.5,5637.0,2020.0,35 Howe St,0,0,0,0,0,1,0,0,0,1,868000.0
537,2110.0,3.0,1.5,3540.0,1960.0,50 Linton Pl,0,0,0,0,0,1,0,0,0,1,655000.0
538,1148.0,3.0,2.0,3000.0,1920.0,1726 E 52nd St,0,1,0,0,0,0,0,0,0,1,640000.0
539,1200.0,3.0,2.5,3052.0,2000.0,35 Arkansas Ave,0,0,0,0,0,1,0,0,0,1,660800.0
540,1612.0,4.0,1.5,4000.0,1970.0,949 Stafford Ave,0,0,0,0,0,1,0,0,0,1,730000.0
541,1700.0,3.0,2.0,2200.0,1930.0,4576 Bedford Ave,0,1,0,0,0,0,0,0,0,1,789000.0
542,1971.0,3.0,1.5,1817.0,1955.0,2005 Gerritsen Ave,0,1,0,0,0,0,0,0,0,1,803000.0
543,1185.0,3.0,1.5,4200.0,1985.0,419 Main St,0,0,0,0,0,1,0,0,0,1,745000.0
544,2496.0,3.0,3.0,4000.0,1980.0,334 Doane Ave,0,0,0,0,0,1,0,0,0,1,869000.0
545,1360.0,4.0,2.0,1855.0,1930.0,1969 E 29th St,0,1,0,0,0,0,0,0,0,1,835000.0
546,3400.0,4.0,4.5,4700.0,2007.0,228 Melvin Ave,0,0,0,0,0,1,0,0,0,1,959000.0
547,1036.0,3.0,1.0,1800.0,1925.0,1949 E 37th St,0,1,0,0,0,0,0,0,0,1,598000.0
548,1200.0,3.0,1.5,3534.0,1998.0,758 Bloomingdale Rd,0,0,0,0,0,1,0,0,0,1,599000.0
549,3296.0,6.0,6.0,3050.0,1980.0,45 Monitor St,0,1,0,0,0,0,0,0,0,1,1695000.0
550,1008.0,2.0,1.5,1800.0,1925.0,1872 E 36th St,0,1,0,0,0,0,0,0,0,1,620000.0
551,1200.0,3.0,2.5,2700.0,1970.0,415 Montreal Ave,0,0,0,0,0,1,0,0,0,1,555000.0
552,1500.0,3.0,3.5,3102.0,2018.0,27 Apricot Ct,0,0,0,0,0,1,0,0,0,1,660000.0
553,936.0,2.0,1.5,1701.0,1975.0,81 Armstrong Ave,0,0,0,0,0,1,0,0,0,1,468000.0
554,1690.0,3.0,2.0,1746.0,1950.0,1122 E 221st St,1,0,0,0,0,0,0,0,0,1,530000.0
555,2268.0,3.0,3.5,4940.0,1905.0,129 Highview Ave,0,0,0,0,0,1,0,0,0,1,530000.0
556,1620.0,2.0,2.0,1296.0,1940.0,219 Ryder Ave,0,1,0,0,0,0,0,0,0,1,750000.0
557,840.0,1.0,1.5,840.0,1981.0,77 Rumson Rd,0,0,0,0,0,1,1,0,0,0,325000.0
558,1232.0,2.0,1.5,1300.0,1990.0,1971 S Railroad Ave,0,0,0,0,0,1,1,0,0,0,490000.0
559,1492.0,7.0,3.5,2324.0,2005.0,56 Santa Monica Ln,0,0,0,0,0,1,0,0,0,1,630000.0
560,1890.0,3.0,2.5,2725.0,2006.0,26 White St,0,0,0,0,0,1,0,0,0,1,670000.0
561,560.0,3.0,2.5,2000.0,1925.0,956 E 95th St,0,1,0,0,0,0,0,0,0,1,595000.0
562,1700.0,5.0,2.0,1800.0,1925.0,1675 Bay Ridge Pkwy,0,1,0,0,0,0,0,0,1,0,998000.0
563,1620.0,3.0,2.5,2000.0,1930.0,7902 14th Ave,0,1,0,0,0,0,0,0,0,1,1180000.0
564,2220.0,5.0,3.0,4000.0,1965.0,125 Barlow Dr S,0,1,0,0,0,0,0,0,0,1,1170000.0
565,1204.0,3.0,2.5,2500.0,2004.0,64 Whitney Ave,0,0,0,0,0,1,0,0,0,1,670000.0
566,1320.0,3.0,2.5,6850.0,1905.0,31 Layton Ave,0,0,0,0,0,1,0,0,0,1,499000.0
567,1200.0,3.0,1.0,5800.0,1955.0,17 Shirley Ave,0,0,0,0,0,1,0,0,0,1,552000.0
568,1946.0,5.0,3.0,2900.0,1925.0,525 Cary Ave,0,0,0,0,0,1,0,0,0,1,420000.0
569,1560.0,3.0,2.0,3822.0,1930.0,5 Washington Pl,0,0,0,0,0,1,0,0,0,1,400000.0
570,1834.0,3.0,2.0,3920.0,1940.0,29-23 171 St,0,0,0,1,0,0,0,0,0,1,1105000.0
571,2411.0,6.0,5.0,4050.0,2020.0,315 Bartlett Ave,0,0,0,0,0,1,0,0,0,1,999999.0
572,1181.0,4.0,1.5,6534.0,1915.0,154-46 10 Ave,0,0,0,1,0,0,0,0,0,1,970000.0
573,1800.0,7.0,2.0,2178.0,1925.0,111-09 106th St,0,0,0,0,1,0,0,0,1,0,849000.0
574,1300.0,3.0,1.5,4792.0,1925.0,61 South Ave,0,0,0,0,0,1,0,0,0,1,490000.0
575,950.0,2.0,2.0,2178.0,1940.0,199-21 24th Rd,0,0,0,0,1,0,0,0,0,1,755500.0
576,950.0,2.0,2.0,2178.0,1940.0,199-21 24th Rd,0,0,0,0,1,0,0,0,0,1,755500.0
577,2245.0,4.0,2.0,4000.0,1970.0,5 Brandis Ave,0,0,0,0,0,1,0,0,0,1,715000.0
578,1568.0,3.0,2.5,2000.0,1935.0,1641 E 31st St,0,1,0,0,0,0,0,0,0,1,859000.0
579,1308.0,3.0,2.5,3928.0,2004.0,51 Ridgeway Ave,0,0,0,0,0,1,0,0,0,1,625000.0
580,1804.0,4.0,2.5,2100.0,2014.0,158 Moreland St,0,0,0,0,0,1,0,0,0,1,730000.0
581,2000.0,3.0,3.0,5880.0,1999.0,199 Wood Ave,0,0,0,0,0,1,0,0,0,1,755000.0
582,2000.0,3.0,1.5,3360.0,1925.0,485 College Ave,0,0,0,0,0,1,0,0,0,1,725000.0
583,2206.0,3.0,2.5,1854.0,1992.0,114 Pembrook Loop,0,0,0,0,0,1,1,0,0,0,600000.0
584,1700.0,3.0,2.5,7020.0,2010.0,79 Perona Ln,0,0,0,0,0,1,1,0,0,0,675000.0
585,1332.0,3.0,2.5,2842.0,1975.0,490 Wainwright Ave,0,0,0,0,0,1,0,0,0,1,645000.0
586,3285.0,7.0,3.0,1900.0,1901.0,427 64th St,0,1,0,0,0,0,0,0,1,0,1300000.0
587,504.0,0.0,1.0,504.0,1988.0,29 Winding Woods Loop,0,0,0,0,0,1,1,0,0,0,179000.0
588,1260.0,3.0,1.0,5840.0,1925.0,52 Oceanic Ave,0,0,0,0,0,1,0,0,0,1,620000.0
589,880.0,3.0,1.5,2850.0,1962.0,205 Willard Ave,0,0,0,0,0,1,0,0,0,1,520000.0
590,2160.0,3.0,2.5,4040.0,1925.0,96 Crowell Ave,0,0,0,0,0,1,0,0,0,1,846500.0
591,1576.0,3.0,2.0,4320.0,1935.0,123 Gansevoort Blvd,0,0,0,0,0,1,0,0,0,1,750000.0
592,2799.0,5.0,4.5,3807.0,2012.0,24 Sweetwater Ave,0,0,0,0,0,1,0,0,0,1,995000.0
593,8360.0,8.0,9.0,2310.0,1892.0,42 W 70th St,0,0,1,0,0,0,1,0,0,0,8000000.0
594,2430.0,3.0,3.5,2850.0,2004.0,37 Fox Hill Ter,0,0,0,0,0,1,0,0,0,1,810000.0
595,2233.0,3.0,3.5,2500.0,2000.0,20 Pitney Ave,0,0,0,0,0,1,0,0,0,1,660000.0
596,1152.0,3.0,1.5,2500.0,1965.0,144 Brookfield Ave,0,0,0,0,0,1,0,0,0,1,565000.0
597,2484.0,5.0,5.0,1800.0,1965.0,2605 E 63rd St,0,1,0,0,0,0,0,0,1,0,967500.0
598,1449.0,3.0,2.0,1450.0,1930.0,26 Targee St,0,0,0,0,0,1,0,0,0,1,400000.0
599,1600.0,3.0,2.5,2000.0,1989.0,597 Greeley Ave,0,0,0,0,0,1,1,0,0,0,530000.0
600,975.0,3.0,1.0,2465.0,1986.0,41 Ackerman St,0,0,0,0,0,1,0,0,0,1,460000.0
601,1776.0,4.0,4.0,3425.0,2003.0,7120 Bergen Ct,0,1,0,0,0,0,0,0,1,0,960000.0
602,2365.0,2.0,1.5,2539.0,2007.0,24 Chart Loop,0,0,0,0,0,1,0,0,0,1,680000.0
603,1400.0,3.0,2.0,3100.0,1910.0,230 Charles Ave,0,0,0,0,0,1,0,0,0,1,515000.0
604,1400.0,3.0,2.0,3100.0,1910.0,230 Charles Ave,0,0,0,0,0,1,0,0,0,1,515000.0
605,2200.0,4.0,2.0,2825.0,1925.0,121 Osgood Ave,0,0,0,0,0,1,0,0,0,1,250000.0
606,1350.0,3.0,1.5,4792.0,1950.0,198-14 51 Ave,0,0,0,0,1,0,0,0,0,1,920000.0
607,1224.0,4.0,3.0,3920.0,1965.0,138-09 15th Ave,0,0,0,1,0,0,0,0,0,1,998000.0
608,2400.0,5.0,3.5,3049.0,2001.0,42-11 194th St,0,0,0,0,1,0,0,0,1,0,1335000.0
609,1471.0,3.0,2.0,1742.0,1920.0,6919 69th Pl,0,0,0,0,1,0,0,0,0,1,721000.0
610,1553.0,4.0,3.5,560.0,1996.0,198 Ilyssa Way,0,0,0,0,0,1,0,0,0,1,468888.0
611,2107.0,3.0,2.5,2900.0,1985.0,78 Boyce Ave,0,0,0,0,0,1,0,0,0,1,662000.0
612,1963.0,4.0,3.0,4040.0,1940.0,89 Cuba Ave,0,0,0,0,0,1,0,0,0,1,925000.0
613,2400.0,3.0,3.5,4275.0,2006.0,848 Ionia Ave,0,0,0,0,0,1,0,0,0,1,985000.0
614,1976.0,3.0,2.5,2000.0,1977.0,60 Claradon Ln,0,0,0,0,0,1,1,0,0,0,613000.0
615,2480.0,5.0,2.5,1940.0,1935.0,8101 11th Ave,0,1,0,0,0,0,0,0,1,0,1500000.0
616,2392.0,6.0,3.0,4200.0,1960.0,200 Reno Ave,0,0,0,0,0,1,0,0,0,1,870000.0
617,1464.0,3.0,2.0,5730.0,1930.0,39 Rockland Ave,0,0,0,0,0,1,0,0,0,1,720000.0
618,1820.0,3.0,2.0,5720.0,1960.0,31 Clinton Ct,0,0,0,0,0,1,0,0,0,1,575000.0
619,1964.0,6.0,3.0,2667.0,1915.0,572 E 32nd St,0,1,0,0,0,0,0,0,0,1,840000.0
620,1410.0,4.0,2.0,5000.0,1960.0,155 Abingdon Ave,0,0,0,0,0,1,0,0,0,1,790000.0
621,1248.0,3.0,1.5,2576.0,1974.0,419 Pompey Ave,0,0,0,0,0,1,0,0,0,1,523000.0
622,1408.0,3.0,1.5,2000.0,1925.0,1218 E 59th St,0,1,0,0,0,0,0,0,0,1,705000.0
623,1165.0,2.0,1.5,2000.0,1990.0,29 Arthur Ct,0,0,0,0,0,1,1,0,0,0,490000.0
624,1568.0,3.0,2.0,2017.0,1930.0,2033 E 37th St,0,1,0,0,0,0,0,0,0,1,725000.0
625,1830.0,3.0,2.5,946.0,1988.0,26 Croft Ct,0,0,0,0,0,1,1,0,0,0,572500.0
626,2496.0,5.0,3.0,5162.0,1960.0,364 8th St,0,0,0,0,0,1,0,0,0,1,940000.0
627,904.0,2.0,3.0,2333.0,1930.0,164 Avenue V,0,1,0,0,0,0,0,0,0,1,738000.0
628,1499.0,3.0,3.5,2500.0,1935.0,155 Norfolk St,0,1,0,0,0,0,0,0,0,1,1400000.0
629,2475.0,4.0,2.0,3672.0,1935.0,34 Rainbow Ave,0,0,0,0,0,1,0,0,0,1,625000.0
630,2100.0,4.0,3.5,4515.0,1970.0,68 Oliver Pl,0,0,0,0,0,1,0,0,0,1,750000.0
631,2640.0,3.0,3.0,1980.0,1925.0,2948 Richmond Ter,0,0,0,0,0,1,0,0,0,1,315000.0
632,1218.0,3.0,1.5,3000.0,2002.0,209 Maple Pkwy,0,0,0,0,0,1,0,0,0,1,480000.0
633,1564.0,4.0,2.0,3920.0,1950.0,11833 225th St,0,0,0,1,0,0,0,0,0,1,582000.0
634,2575.0,5.0,3.5,2178.0,1960.0,79-08 150th St,0,0,0,0,1,0,0,0,1,0,1160000.0
635,859.0,1.0,2.5,859.0,1998.0,8676 23rd Ave,0,1,0,0,0,0,1,0,0,0,500000.0
636,1872.0,3.0,2.0,2187.0,1910.0,336 77th St,0,1,0,0,0,0,0,0,0,1,1150000.0
637,1500.0,3.0,2.5,2000.0,1920.0,2808 Ford St,0,1,0,0,0,0,0,0,0,1,800000.0
638,1844.0,9.0,4.0,2500.0,1925.0,200 Benziger Ave,0,0,0,0,0,1,0,0,0,1,460000.0
639,2230.0,3.0,3.0,6150.0,1965.0,210 Spratt Ave,0,0,0,0,0,1,0,0,0,1,868500.0
640,3040.0,4.0,3.5,4883.0,2010.0,149 Quincy Ave,0,0,0,0,0,1,0,0,0,1,975000.0
641,1332.0,3.0,1.5,2553.0,1987.0,5 Shiel Ave,0,0,0,0,0,1,0,0,0,1,570000.0
642,1196.0,3.0,2.5,3100.0,1965.0,3440 Richmond Ave,0,0,0,0,0,1,0,0,0,1,611250.0
643,1520.0,3.0,2.5,4000.0,1925.0,258 Poultney St,0,0,0,0,0,1,0,0,0,1,675000.0
644,2250.0,3.0,3.5,2500.0,2000.0,237 Gaynor St,0,0,0,0,0,1,0,0,0,1,675000.0
645,2000.0,3.0,3.5,3096.0,2002.0,152 Graham Ave,0,0,0,0,0,1,0,0,0,1,730000.0
646,1526.0,3.0,2.5,1950.0,1960.0,5 Zoe St,0,0,0,0,0,1,0,0,0,1,587000.0
647,2944.0,3.0,2.0,6450.0,1910.0,215 Ward Ave,0,0,0,0,0,1,0,0,0,1,765000.0
648,1314.0,3.0,1.5,4500.0,1937.0,85 Hillside Ter,0,0,0,0,0,1,0,0,0,1,690000.0
649,1140.0,2.0,1.5,1298.0,1990.0,26 Jupiter Ln,0,0,0,0,0,1,1,0,0,0,372900.0
650,1116.0,2.0,2.5,984.0,1991.0,764 Barlow Ave,0,0,0,0,0,1,0,0,0,1,475000.0
651,978.0,2.0,1.0,978.0,1983.0,571 Correll Ave,0,0,0,0,0,1,1,0,0,0,385000.0
652,1700.0,3.0,2.0,2100.0,1935.0,1563 81st St,0,1,0,0,0,0,0,0,0,1,945000.0
653,1240.0,5.0,2.0,6000.0,1960.0,426 Bard Ave,0,0,0,0,0,1,0,0,0,1,693000.0
654,1712.0,3.0,1.5,2317.0,1925.0,120 86th St,0,1,0,0,0,0,0,0,0,1,1055000.0
655,1440.0,3.0,1.5,4000.0,1965.0,81 Birchard Ave,0,0,0,0,0,1,0,0,0,1,605000.0
656,1507.0,2.0,1.0,5000.0,1945.0,276 Atlantic Ave,0,0,0,0,0,1,0,0,0,1,725000.0
657,1216.0,3.0,1.5,27007.2248,1975.0,347 Melba St,0,0,0,0,0,1,0,0,0,1,535000.0
658,2441.0,3.0,3.5,2500.0,1985.0,392 Nome Ave,0,0,0,0,0,1,0,0,0,1,751000.0
659,1775.0,3.0,2.5,1785.0,1930.0,2041 E 28th St,0,1,0,0,0,0,0,0,0,1,929000.0
660,1632.0,4.0,2.5,6000.0,1940.0,191-11 120th Ave,0,0,0,0,1,0,0,0,1,0,712500.0
661,3169.0,7.0,3.5,2000.0,1910.0,453 63rd St,0,1,0,0,0,0,0,0,1,0,1420000.0
662,1200.0,4.0,2.0,2500.0,1930.0,270 Glen Ave,0,0,0,0,0,1,0,0,0,1,353000.0
663,1536.0,2.0,3.0,3920.0,1920.0,137-18 95th St,0,0,0,1,0,0,0,0,1,0,795000.0
664,1512.0,5.0,2.0,2400.0,1925.0,1058 E 35th St,0,1,0,0,0,0,0,0,0,1,720000.0
665,1168.0,3.0,1.5,1742.0,1920.0,9147 111th St,0,0,0,1,0,0,0,0,0,1,624000.0
666,2560.0,5.0,2.0,2450.0,1930.0,1020 74th St,0,1,0,0,0,0,0,0,1,0,1533000.0
667,1115.0,3.0,2.0,3485.0,1945.0,51-15 Marathon Pkwy,0,0,0,1,0,0,0,0,0,1,914000.0
668,1836.0,4.0,2.0,2614.0,1920.0,103-12 103rd St,0,0,0,0,1,0,0,0,1,0,700000.0
669,2760.0,4.0,3.0,2000.0,1960.0,2079 E 52nd St,0,1,0,0,0,0,0,0,1,0,818000.0
670,1400.0,4.0,2.0,900.0,1981.0,134 Timber Ridge Dr,0,0,0,0,0,1,1,0,0,0,460000.0
671,2816.0,3.0,3.5,4500.0,1986.0,40 Hillcrest St,0,0,0,0,0,1,0,0,0,1,914000.0
672,1296.0,3.0,1.5,1800.0,1979.0,13 Hillridge Ct,0,0,0,0,0,1,1,0,0,0,550000.0
673,2660.0,4.0,3.5,6300.0,2004.0,21 Piedmont Ave,0,0,0,0,0,1,0,0,0,1,1277100.0
674,1622.0,4.0,2.5,2280.0,1999.0,28 Anaconda St,0,0,0,0,0,1,0,0,0,1,650000.0
675,1644.0,4.0,3.0,8000.0,1940.0,305 Edinboro Rd,0,0,0,0,0,1,0,0,0,1,925000.0
676,1910.0,4.0,2.5,1800.0,1935.0,1335 86th St,0,1,0,0,0,0,0,0,0,1,1120000.0
677,1288.0,3.0,2.0,1680.0,1920.0,50 Gotham Ave,0,1,0,0,0,0,0,0,0,1,660000.0
678,1770.0,4.0,3.5,4000.0,1970.0,102 Oakville St,0,0,0,0,0,1,0,0,0,1,780000.0
679,980.0,3.0,1.5,1800.0,1925.0,1921 E 34th St,0,1,0,0,0,0,0,0,0,1,665000.0
680,1264.0,3.0,1.0,3000.0,1915.0,41 Tompkins St,0,0,0,0,0,1,0,0,0,1,345000.0
681,1633.0,3.0,2.0,1440.0,1935.0,6617 Ovington Ct,0,1,0,0,0,0,0,0,0,1,930000.0
682,1503.0,5.0,2.5,3920.0,1957.0,13307 160th St,0,0,0,0,1,0,0,0,0,1,460000.0
683,2420.0,5.0,2.0,2178.0,1960.0,751 E 84th St,0,1,0,0,0,0,0,0,1,0,875000.0
684,1884.0,3.0,3.0,2544.0,1980.0,55 Goller Pl,0,0,0,0,0,1,0,0,0,1,626000.0
685,2146.0,9.0,3.0,2250.0,1925.0,1725 66th St,0,1,0,0,0,0,0,0,1,0,1438000.0
686,1224.0,3.0,2.0,2178.0,1950.0,61-10 67 St,0,0,0,1,0,0,0,0,0,1,850000.0
687,1440.0,3.0,2.5,2500.0,1997.0,161 Bath Ave,0,0,0,0,0,1,0,0,0,1,670000.0
688,1080.0,3.0,2.0,6000.0,1950.0,101 Delaware St,0,0,0,0,0,1,0,0,0,1,790000.0
689,1080.0,2.0,1.5,1320.0,1979.0,130 North Dr,0,0,0,0,0,1,1,0,0,0,483500.0
690,2382.0,3.0,2.5,3380.0,2020.0,15 Barry St,0,0,0,0,0,1,0,0,0,1,699000.0
