,sqft,beds,baths,lot_size,year_built,address,property_type,neighborhood,borough,sale_price
1591,814.0,1.0,1.0,,1975.0,1619 3rd Ave Apt 13D,,Upper East Side,Manhattan,862500.0
1592,1039.0,2.0,2.0,,1965.0,525 E 11th St Apt 4A,,East Village,Manhattan,1695000.0
1593,,0.0,1.0,,1937.0,2 Grove St Apt 5E,,West Village,Manhattan,688245.0
1594,1097.0,3.0,2.0,,2015.0,1542 68 St Unit 2C,,Bensonhurst,Brooklyn,680000.0
1595,,0.0,1.0,,1961.0,400 Central Park W Apt 17U,,Upper West Side,Manhattan,785000.0
1596,,1.0,1.0,,1951.0,11 Riverside Dr Apt 10KE,,Upper West Side,Manhattan,725000.0
1597,,2.0,1.0,,1900.0,420 6th Ave Apt 10,,Park Slope,Brooklyn,925000.0
1598,,1.0,1.0,,1930.0,347 W 44th St Apt 1RW,,Hell's Kitchen,Manhattan,399000.0
1599,577.0,1.0,1.0,,2008.0,5708 7th Ave Apt 6B,,Sunset Park,Brooklyn,498000.0
1600,800.0,1.0,1.0,,,2652 Cropsey Ave Apt 16E,,Gravesend,Brooklyn,315000.0
1601,,2.0,1.0,,1973.0,178 E 80th St Apt 20C,,Upper East Side,Manhattan,825000.0
1602,817.0,1.0,1.0,,1928.0,502 Park Ave Apt 14E,,Upper East Side,Manhattan,1395000.0
1603,,2.0,2.0,,1925.0,32 W 82nd St Apt 5A,,Upper West Side,Manhattan,1199000.0
1604,1172.0,2.0,2.0,,2010.0,2910 Nostrand Ave Apt 1B,,Sheepshead Bay,Brooklyn,599000.0
1605,,1.0,1.0,,1963.0,55 E 87th St Apt 8M,,Upper East Side,Manhattan,775000.0
1606,1720.0,3.0,2.5,1740.0,2019.0,928 Richmond Rd,Condo,Concord,Staten Island,642500.0
1607,1000.0,1.0,2.0,,1890.0,250 Mercer St Apt C215,,Greenwich Village,Manhattan,1195000.0
1608,999.0,1.0,1.5,,2007.0,247 W 46th St Apt 3002,,Theater District,Manhattan,1599000.0
1609,,0.0,,,1901.0,1100 Greene Ave,Single Family Home,Bushwick,Brooklyn,
1610,,1.0,1.0,,1910.0,326 E 73rd St Apt 4A,,Upper East Side,Manhattan,489000.0
1611,2336.0,4.0,3.5,,1930.0,211 Beach 136th St,Single Family Home,Rockaway Beach,Queens,1470000.0
1612,1315.0,2.0,2.0,,2007.0,105 Norfolk St Apt 10B,,Lower East Side,Manhattan,2000000.0
1613,,1.0,1.0,,1950.0,163-90 17th Ave Unit 4-118,,Whitestone,Queens,210000.0
1614,2785.0,6.0,2.5,4356.0,1920.0,8041 90th Rd,Multi-Family Home,Woodhaven,New York,675000.0
1615,732.0,1.0,1.5,,2017.0,21 Powers St Ph A,,Williamsburg,Brooklyn,1090000.0
1616,,3.0,,1742.0,1940.0,61-62 77th Pl,Single Family Home,Middle Village,New York,810000.0
1617,,4.0,3.0,3920.0,1965.0,83-15 165th Ave,Single Family Home,Howard Beach,New York,949000.0
1618,,3.0,1.0,1742.0,1920.0,89-14 116th St,Single Family Home,Richmond Hill,New York,555000.0
1619,,3.0,2.5,1742.0,1925.0,90-23 185th St,Multi-Family Home,Hollis,Queens,760000.0
1620,,2.0,1.0,,1955.0,252-09 60th Ave Unit Upper,,Little Neck,New York,380000.0
1621,1207.0,3.0,2.5,2178.0,1920.0,73-46 71st Pl,Single Family Home,Glendale,Queens,685000.0
1622,,6.0,3.0,1742.0,1920.0,97-29 117 St,Multi-Family Home,Richmond Hill,New York,750000.0
1623,1225.0,3.0,4.5,2095.0,2020.0,551 Hunter Ave,Single Family Home,Midland Beach,Staten Island,535000.0
1624,650.0,1.0,1.0,,,8814 Bay Pkwy Apt 3C,,Bath Beach,Brooklyn,249000.0
1625,,3.0,2.0,3920.0,1950.0,166-19 16 Ave,Single Family Home,Clearview,Queens,960000.0
1626,811.0,2.0,2.0,,2007.0,302 2nd St Apt 11K,,Park Slope,Brooklyn,975000.0
1627,,2.0,1.0,,1950.0,251-46 61 Ave Unit 1,,Little Neck,Queens,415000.0
1628,675.0,2.0,1.0,4059.0,1925.0,14 Presley St,Single Family Home,Great Kills,Staten Island,360000.0
1629,0.0,,,,,15914 Cross Island Pkwy # 62,,Whitestone,New York,
1630,0.0,,,,,165 E 72nd St Apt 10G,,Upper East Side,Manhattan,
1631,0.0,,,,,205 3rd Ave Apt 10C,,Gramercy Park,Manhattan,
1632,0.0,,,,,1017 Whitestone Expy,Condo,Whitestone,New York,
1633,0.0,,,,,80 LA Salle St Apt 14D,,Harlem,Manhattan,
1634,0.0,,,,,330 E 80th St Apt 7P,,Upper East Side,Manhattan,
1635,0.0,,,,,41 5th Ave Apt 3F,,Greenwich Village,Manhattan,
1636,0.0,,,,,99 63rd Rd Unit 11C,Condo/Townhome/Row Home/Co-Op,Flushing,Queens,
1637,0.0,,,,,11011 Queens Blvd Apt 14M,,Forest Hills,New York,
1638,0.0,,,,,2400 Johnson Ave Apt 12H,,Riverdale,Bronx,
1639,0.0,,,,,900 W 190th St Apt 10F,,Washington Heights,Manhattan,
1640,0.0,,,,,9430 58th Ave Apt 4B,,Elmhurst,Queens,
1641,0.0,,,,,3304 93rd St Apt 5X,,Jackson Heights,New York,
1642,0.0,,,,,135 Ocean Pkwy Apt 5S,,Kensington,Brooklyn,
1643,0.0,,,,,13 Acorn Pl,Condo,Throgs Neck,Bronx,
1644,0.0,,,,,310 W 85th St Apt 9B,,Upper West Side,Manhattan,
1645,0.0,,,,,225 E 57th St Apt 18F,,Midtown East,New York,
1646,0.0,,,,,6941 136th St # B,,Kew Gardens Hills,Queens,
1647,0.0,,,,,32 Gramercy Park S Apt 10G,,Gramercy Park,Manhattan,
1648,0.0,,,,,300 W 23rd St Apt 16N,,Chelsea,Manhattan,
1649,0.0,,,,,6435 Yellowstone Blvd Apt 5B,,Forest Hills,New York,
1650,0.0,,,,,3505 72nd St Apt 2F,,Jackson Heights,New York,
1651,0.0,,,,,215 Park Row Apt 9B,,Civic Center,New York,
1652,0.0,,,,,300 E 74th St Apt 36F,,Upper East Side,Manhattan,
1653,0.0,,,,,21 E 90th St # 8B,,Upper East Side,Manhattan,
1654,0.0,,,,,24 Monroe Pl Apt 8B,,Brooklyn Heights,Brooklyn,
1655,0.0,,,,,59 W 71st St Apt 5B,,Upper West Side,Manhattan,
1656,0.0,,,,,110 Ocean Pkwy Apt 2D,,Kensington,Brooklyn,
1657,0.0,,,,,8515 Main St Apt 12A,,Briarwood,Queens,
1658,0.0,,,,,136 W 13th St # 1ABA,,West Village,Manhattan,
1659,0.0,,,,,290 W 11th St Apt 2D,,West Village,Manhattan,
1660,0.0,,,,,55 E 9th St Apt 2K,,Greenwich Village,Manhattan,
1661,0.0,,,,,198 E 7th St Apt 8,,East Village,Manhattan,
1662,0.0,,,,,875 Morrison Ave Apt 11F,,Clason Point,Bronx,
1663,0.0,,,,,9910 60th Ave Apt 5C,,Corona,New York,
1664,2900.0,5.0,4.5,4000.0,2016.0,251 Detroit Ave,Single Family Home,Annadale,Staten Island,1100000.0
1665,3250.0,3.0,3.0,16552.8152,1960.0,90 Sunrise Ter,Single Family Home,Grymes Hill,Staten Island,1150000.0
1666,1858.0,3.0,3.5,4545.0,1901.0,355 Craig Ave,Single Family Home,Tottenville,Staten Island,735000.0
1667,1650.0,3.0,3.0,2600.0,1932.0,468 Jewett Ave,Single Family Home,Westerleigh,Staten Island,550000.0
1668,2184.0,4.0,3.5,4324.0,2014.0,158 Muller Ave,Single Family Home,Westerleigh,Staten Island,1125000.0
1669,1326.0,2.0,1.5,3139.0,1910.0,14 Cottage Pl,Single Family Home,Port Richmond,Staten Island,550000.0
1670,2220.0,3.0,,1700.0,1986.0,143 Redwood Loop,Condo,Rossville,Staten Island,500000.0
1671,2047.0,3.0,3.0,2000.0,1940.0,2205 E 26th St,Single Family Home,Sheepshead Bay,Brooklyn,905000.0
1672,1787.0,5.0,3.0,6600.0,1960.0,68 Gansevoort Blvd,Single Family Home,Westerleigh,Staten Island,885000.0
1673,2160.0,3.0,1.5,1728.0,1997.0,44 Galvaston Loop,Condo,New Springville,Staten Island,710000.0
1674,2584.0,3.0,2.5,6800.0,1960.0,312 Tysens Ln,Single Family Home,Oakwood,Staten Island,855000.0
1675,1188.0,3.0,2.5,2114.0,1940.0,8915 16th Ave,Single Family Home,Bath Beach,Brooklyn,910000.0
1676,1800.0,3.0,2.5,2200.0,1986.0,28 Bosworth St,Single Family Home,West Brighton,Staten Island,623000.0
1677,1092.0,3.0,2.0,6000.0,1950.0,230 Bryson Ave,Single Family Home,Westerleigh,Staten Island,680000.0
1678,1984.0,3.0,2.5,,2008.0,1 Grand Army Plz Units 4K &amp; 3K,,Prospect Heights,Brooklyn,2999000.0
1679,1244.0,2.0,2.0,,2020.0,40 Huntington St Unit 3C,,Red Hook,Brooklyn,1120000.0
1680,1400.0,4.0,1.5,4000.0,1963.0,100 Delaware St,Single Family Home,Dongan Hills,Staten Island,747500.0
1681,,3.0,2.0,1600.0,1945.0,42-39 194th St,Single Family Home,Auburndale,Queens,840000.0
1682,2080.0,3.0,1.5,4254.0,1940.0,47 Thomas St,Single Family Home,Oakwood,Staten Island,837000.0
1683,698.0,1.0,1.0,,2016.0,429 Kent Ave Unit 839,,Williamsburg,Brooklyn,976000.0
1684,1536.0,3.0,2.5,2400.0,1975.0,42 Rowan Ave,Single Family Home,Midland Beach,Staten Island,570000.0
1685,984.0,3.0,2.5,1023.0,1992.0,49 Greenfield Ct,Single Family Home,Clifton,Staten Island,484000.0
1686,612.0,1.0,1.0,612.0,1988.0,999 Forest Ave Apt 1B,,West Brighton,Staten Island,213000.0
1687,2736.0,8.0,3.0,1900.0,1920.0,242 Covert St,Multi-Family Home,Bushwick,Brooklyn,940000.0
1688,750.0,1.0,1.0,,1985.0,188 E 64th St Apt 803,,Upper East Side,Manhattan,905000.0
1689,1185.0,2.0,2.0,,2020.0,40 Huntington St Unit 3D,,Red Hook,Brooklyn,970000.0
1690,1944.0,4.0,2.5,4100.0,1969.0,175 Cedar Ave,Single Family Home,South Beach,Staten Island,466000.0
1691,2387.0,2.0,2.5,,2010.0,250 Bowery Ph A,,New Dorp,Staten Island,3995000.0
1692,1326.0,2.0,3.0,,2020.0,650 Metropolitan Ave Ph 5,,Williamsburg,Brooklyn,1950000.0
1693,3582.0,3.0,3.5,,1951.0,21 E 61st St Apt 16B,,Upper East Side,Manhattan,15500000.0
1694,1006.0,2.0,2.0,,2020.0,40 Huntington St Unit 2D,,Red Hook,Brooklyn,989000.0
1695,,4.0,3.5,,1901.0,192 Washington Ave Unit Townhouse,,Clinton Hill,Brooklyn,3650000.0
1696,764.0,1.0,1.0,,2012.0,132 E 65th St Unit 2B,,Upper East Side,Manhattan,1749500.0
1697,1066.0,2.0,2.0,,2020.0,40 Huntington St Unit 2A,,Red Hook,Brooklyn,1074000.0
1698,2000.0,3.0,1.5,1840.0,1972.0,36 Chestnut Cir,Condo,Arden Heights,Staten Island,500000.0
1699,,3.0,4.0,,1932.0,115 Central Park W Apt 15D,,Upper West Side,Manhattan,5850000.0
1700,1079.0,2.0,2.0,,1910.0,66 N 1st St Apt 3B,,Williamsburg,Brooklyn,1450000.0
1701,1663.0,2.0,2.5,,,130 Jackson St Apt 1B,,Williamsburg,Brooklyn,1776000.0
1702,1800.0,,2.0,1900.0,1945.0,2171 Kimball St,Multi-Family Home,Marine Park,Brooklyn,660000.0
1703,1300.0,2.0,2.0,,,2711 Avenue X Apt 4C,,Sheepshead Bay,Brooklyn,345000.0
1704,1672.0,3.0,2.5,1992.0,1965.0,2637 E 63rd St,Single Family Home,Mill Basin,Brooklyn,825000.0
1705,967.0,1.0,2.0,,1985.0,630 1st Ave Apt 12L,,Murray Hill,Manhattan,1200000.0
1706,,2.0,1.0,,,76-22 249th St Unit D2,,Jamaica,Queens,391000.0
1707,1782.0,3.0,2.5,1800.0,1940.0,60-45 69 Pl,Single Family Home,Maspeth,New York,815000.0
1708,856.0,2.0,1.0,,2020.0,40 Huntington St Unit 3E,,Red Hook,Brooklyn,895000.0
1709,1500.0,3.0,1.0,2500.0,2003.0,509 Gansevoort Blvd,Single Family Home,Manor Heights,Staten Island,660000.0
1710,1546.0,2.0,1.0,2000.0,1955.0,21-09 73rd St,Single Family Home,Astoria,New York,915000.0
1711,,2.0,1.0,,1939.0,34-41 78th St Unit 3A,,Jackson Heights,New York,540000.0
1712,1040.0,3.0,1.5,1075.0,1989.0,298 Andros Ave Unit A,,Mariners Harbor,Staten Island,350000.0
1713,,0.0,1.0,,1962.0,401 E 74th St Apt 20S,,Upper East Side,Manhattan,588000.0
1714,,3.0,2.0,,1957.0,10 E End Ave Apt 14C,,Upper East Side,Manhattan,1995000.0
1715,2360.0,4.0,3.5,,1915.0,503 Sixth Ave Unit Ph,,New Dorp,Staten Island,2895000.0
1716,2534.0,3.0,3.0,,1900.0,108 W 78th St Apt 2,,Upper West Side,Manhattan,3500000.0
1717,,2.0,2.0,,1961.0,150 W End Ave Apt 17F,,Upper West Side,Manhattan,1200000.0
1718,,3.0,3.0,,1928.0,136 E 64th St Apt 3B,,Upper East Side,Manhattan,3195000.0
1719,1000.0,2.0,1.0,,,2652 Cropsey Ave Apt 1D,,Gravesend,Brooklyn,375000.0
1720,1280.0,3.0,1.5,,1910.0,500 E 40th St,Single Family Home,East Flatbush,Brooklyn,665000.0
1721,716.0,1.0,1.0,,2007.0,192 Spencer St Apt 2C,,Bedford-Stuyvesant,Brooklyn,665000.0
1722,650.0,0.0,1.0,,1983.0,275 Webster Ave Apt 6N,,Kensington,Brooklyn,215000.0
1723,1200.0,3.0,2.0,,1975.0,1601 3rd Ave Apt 5H,,Upper East Side,Manhattan,1355000.0
1724,1274.0,3.0,1.5,1750.0,1925.0,1073 E 26th St,Single Family Home,Midwood,Brooklyn,500000.0
1725,1603.0,2.0,2.0,,2001.0,2803 Batchelder St Apt 1C,,Sheepshead Bay,Brooklyn,472500.0
1726,757.0,1.0,1.0,,1926.0,779 Riverside Dr Apt B25,,New Dorp,Staten Island,550000.0
1727,1600.0,5.0,2.0,1376.0,1930.0,1424 76th St,Multi-Family Home,Bensonhurst,Brooklyn,835000.0
1728,1588.0,3.0,2.0,,1936.0,675 Walton Ave Apt 3B,,Concourse Village,Bronx,675000.0
1729,,2.0,1.0,,1920.0,55 Seventh Ave Unit 2,,Park Slope,Brooklyn,1250000.0
1730,1150.0,2.0,2.5,,1981.0,515 E 79th St Apt 3B,,Upper East Side,Manhattan,1050000.0
1731,900.0,3.0,1.0,,1925.0,526 W 158th St Apt 62,,Washington Heights,Manhattan,135000.0
1732,,2.0,1.0,,1956.0,104-20 68th Dr Unit B28,,Forest Hills,Queens,470000.0
1733,577.0,1.0,1.0,,1961.0,155 E 34th St Apt 17T,,Murray Hill,Manhattan,745000.0
1734,2872.0,3.0,3.5,,2009.0,57 Irving Pl Fl 4,,Union Square,Manhattan,5288000.0
1735,386.0,0.0,1.0,,2020.0,20 Arion Pl Unit 1F,,Bushwick,Brooklyn,369000.0
1736,,1.0,1.0,,1940.0,601 E 19th St Apt 5O,,Flatbush,Brooklyn,515000.0
1737,1994.0,2.0,3.0,,2020.0,39-32 28th St Unit 1,,Long Island City,Queens,1400000.0
1738,,0.0,1.0,,1930.0,7 Park Ave Apt 7H,,Murray Hill,Manhattan,499000.0
1739,1056.0,2.0,2.0,,1921.0,1 Tiffany Pl Apt 1P,,Cobble Hill,Brooklyn,960800.0
1740,,1.0,1.0,,1930.0,77 Bleecker St Apt 1412W,,Greenwich Village,Manhattan,695000.0
1741,546.0,1.0,1.0,,1908.0,120 Greenwich St Apt 7E,,New Dorp,Staten Island,645000.0
1742,,1.0,1.0,,1903.0,205 W 54th St Apt 9G,,Theater District,Manhattan,575000.0
1743,,0.0,1.0,,1920.0,44 E 65th St Apt 2A,,Upper East Side,Manhattan,549000.0
1744,1200.0,2.0,2.0,,1920.0,279 Prospect Park W Apt 2I,,Windsor Terrace,Brooklyn,1275000.0
1745,3300.0,7.0,,4500.0,1978.0,385 Montreal Ave,Multi-Family Home,Oakwood,Staten Island,920000.0
1746,,4.0,3.0,,2018.0,10 Halletts Pt Unit Townhouse,,Park Slope,Brooklyn,3300000.0
1747,,1.0,1.0,,1925.0,70 Haven Ave Apt 5I,,Washington Heights,Manhattan,425000.0
1748,1000.0,2.0,1.0,,1905.0,88 Brooklyn Ave Apt D3,,Crown Heights,Brooklyn,389000.0
1749,1000.0,2.0,2.0,,1997.0,296 W 10th St Apt 5S,,West Village,Manhattan,2150000.0
1750,1800.0,2.0,2.5,,1981.0,59 Bank St Apt 4,,West Village,Manhattan,4590000.0
1751,,4.0,3.5,4356.0,2007.0,60-08 Hewlett St,Single Family Home,Little Neck,New York,1220000.0
1752,2211.0,,2.5,4620.0,,2637 Harway Ave,Multi-Family Home,Gravesend,Brooklyn,1150000.0
1753,,2.0,2.0,,1920.0,708 Greenwich St Ph D,,West Village,Manhattan,2325000.0
1754,1616.0,4.0,1.5,2614.0,1926.0,68-46 Manse St,Single Family Home,Forest Hills,Queens,840000.0
1755,1637.0,4.0,3.0,4792.0,1955.0,246-19 54th Ave,Single Family Home,Douglaston,Queens,930000.0
1756,,3.0,1.5,1742.0,1928.0,32-38 76th St,Single Family Home,Jackson Heights,Queens,896000.0
1757,,4.0,2.0,3920.0,1945.0,83-44 259th St,Single Family Home,Northeastern Queens,New York,760000.0
1758,1812.0,3.0,3.0,,1926.0,165 W 91st St Apt 6G,,Upper West Side,Manhattan,2840000.0
1759,,3.0,1.5,2178.0,1920.0,2477 Devoe Ter,Single Family Home,University Heights,Bronx,
1760,1700.0,3.0,3.0,,1950.0,200 E 66th St Apt E0407,,Upper East Side,Manhattan,2975000.0
1761,1112.0,4.0,3.0,2614.0,1930.0,117-48 140th St,Single Family Home,South Jamaica,Queens,615000.0
1762,,4.0,2.5,,2015.0,708A Degraw St Unit Ph,,Park Slope,Brooklyn,2525000.0
1763,,4.0,3.0,3485.0,1965.0,42-22 223rd St,Single Family Home,Bayside,New York,990000.0
1764,,3.0,1.0,,1950.0,6041 Marathon Pkwy Unit 448,,Little Neck,Queens,335000.0
1765,0.0,,,,,8410 153rd Ave Apt 4G,,Howard Beach,New York,
1766,0.0,,,,,77 Eastern Pkwy Apt 4G,,Prospect Heights,Brooklyn,
1767,0.0,,,,,149 E 73rd St Apt 4A,,Upper East Side,Manhattan,
1768,0.0,,,,,80 Knolls Cres Apt 1M,,Riverdale,Bronx,
1769,0.0,,,,1989.0,160 W 66th St Apt 42D,,Upper West Side,Manhattan,
1770,0.0,,,1914.0,2001.0,90 Middleton St Apt 6,,Williamsburg,Brooklyn,
1771,0.0,,,2617.0,1930.0,3163 Valhalla Dr,Single Family Home,Country Club,Bronx,
1772,0.0,,,,,15011 72nd Rd Apt 2G,,Kew Gardens Hills,Queens,
1773,0.0,,,,,225 Park Pl Apt 5H,,Prospect Heights,Brooklyn,
1774,0.0,,,,,126 W 11th St Apt 24,,West Village,Manhattan,
1775,0.0,,,,,140 W End Ave Apt 14G,,Upper West Side,Manhattan,
1776,0.0,,,,,235 E 22nd St # Res1,,New Dorp,Staten Island,
1777,0.0,,,,,760 67th St Apt 4B,,Dyker Heights,Brooklyn,
1778,0.0,,,,,3500 Snyder Ave Apt 2N,,East Flatbush,Brooklyn,
1779,0.0,,,,,24 Monroe Pl Apt 6D,,Brooklyn Heights,Brooklyn,
1780,0.0,,,5000.0,1925.0,211 W 108th St,Multi-Family Home,Upper West Side,Manhattan,
1781,0.0,,,2000.0,2000.0,114 Sumpter St # A,,Bedford-Stuyvesant,Brooklyn,
1782,0.0,,,2043.0,1935.0,2662 Hubbard St,Multi-Family Home,Sheepshead Bay,Brooklyn,
1783,0.0,,,,,421 W 54th St Apt 3D,,Hell's Kitchen,Manhattan,
1784,0.0,,,,,9845 57th Ave Apt 4F,,Corona,Queens,
1785,0.0,,,,,5803 Calloway St Apt 6MM,,Corona,New York,
1786,0.0,,,,,14021 31st Rd Apt 5G,,Flushing,New York,
1787,0.0,,,,,12 E 97th St # 2J,,Harlem,Manhattan,
1788,0.0,,,,,35 W 90th St # 9A,,Upper West Side,Manhattan,
1789,0.0,,,,1965.0,200 E 28th St Apt 3B,,Kips Bay,Manhattan,
1790,0.0,,,,,140 E 28th St Apt 7H,,Kips Bay,Manhattan,
1791,0.0,,,,,345 E 56th St Apt 8F,,Midtown East,New York,
1792,0.0,,,,,632 E 14th St Apt 14,,East Village,Manhattan,
1793,0.0,,,3442.0,1935.0,21944 114th Ave,Single Family Home,Queens Village,Queens,
1794,0.0,,,,,9941 64th Ave Apt D3,,Rego Park,Queens,
1795,0.0,,,,,7020 108th St Apt 10R,,Flushing,Queens,
1796,0.0,,,,,349 W 44th St Apt 2RW,,Hell's Kitchen,Manhattan,
1797,0.0,,,,,2166 Broadway Apt 16D,,Upper West Side,Manhattan,
1798,0.0,,,,1973.0,345 E 80th St Apt 17G,,Upper East Side,Manhattan,
1799,0.0,,,,,100 Riverside Blvd Apt 20H,,Upper West Side,Manhattan,
1800,0.0,,,,,9031 Fort Hamilton Pkwy Apt 3G,,Bay Ridge,Brooklyn,
1801,0.0,,,,,2 Grace Ct Apt 3P,,Brooklyn Heights,Brooklyn,
1802,0.0,,,,,760 67th St Apt 4C,,Dyker Heights,Brooklyn,
1803,0.0,,,,,200 W 79th St Apt 5S,,Upper West Side,Manhattan,
1804,0.0,,,,1987.0,200 Rector Pl Apt 31A,,Battery Park City,Manhattan,
1805,0.0,,,,,7832 147th St Apt 2F,,Kew Gardens Hills,Queens,
1806,0.0,,,1509.0,1930.0,1976 E 16th St,Multi-Family Home,Sheepshead Bay,Brooklyn,
1807,0.0,,,2101.0,1940.0,520 E 28th St,Single Family Home,Flatbush,Brooklyn,
1808,0.0,,,3000.0,1930.0,540 Amboy St,Multi-Family Home,Brownsville,Brooklyn,
1809,0.0,,,3000.0,1930.0,1589 Waring Ave,,Pelham Gardens,Bronx,
1810,0.0,,,,,5800 Arlington Ave Apt 15D,,Riverdale,Bronx,
1811,0.0,,,,,3601 Johnson Ave Apt 4C,,Riverdale,Bronx,
1812,0.0,,,,,320 Central Park W # 8H,,Upper West Side,Manhattan,
1813,0.0,,,,,107 W 86th St # 15B,,Upper West Side,Manhattan,
1814,0.0,,,,,1100 Grand Concourse,,Concourse,Bronx,
1815,0.0,,,,,5530 99th St Apt 2B,,Flushing,Queens,
1816,0.0,,,,,2630 Kingsbridge Ter Apt 7J,,Fordham Manor,Bronx,
1817,0.0,,,,,825 Morrison Ave Apt 11B,,Clason Point,Bronx,
1818,0.0,,,,,6361 99th St Apt F15,,Rego Park,New York,
1819,0.0,,,,,10255 67th Rd Apt 1X,,Rego Park,New York,
1820,5197.0,5.0,4.5,11325.6104,1993.0,85 Uncas Ave,,Prince's Bay,Staten Island,2220000.0
1821,2491.0,3.0,2.5,4657.0,2013.0,24 Persimmon Ln,Single Family Home,New Springville,Staten Island,770000.0
1822,2400.0,4.0,3.5,3800.0,2001.0,1064 Sinclair Ave,Single Family Home,Woodrow,Staten Island,909000.0
1823,3402.0,7.0,4.0,2856.0,1928.0,1642 E 2nd St,,Midwood,Brooklyn,1635000.0
1824,1880.0,4.0,2.0,2800.0,1975.0,89 E Macon Ave,Single Family Home,Eltingville,Staten Island,642000.0
1825,1546.0,2.0,2.5,,2018.0,121 E 22nd St Apt S403,,Gramercy Park,Manhattan,3315000.0
1826,1158.0,2.0,1.5,1072.0,1986.0,274 Ashworth Ave Unit 234,,New Springville,Staten Island,450000.0
1827,1370.0,3.0,1.0,1370.0,2009.0,46 Mitchell Ln Unit B,,Port Richmond,Staten Island,370000.0
1828,1440.0,3.0,1.0,2600.0,1925.0,2020 E 61st St,,Mill Basin,Brooklyn,630000.0
1829,2214.0,3.0,1.5,4400.0,1970.0,39 Pilcher St,Single Family Home,Willowbrook,Staten Island,840000.0
1830,1576.0,3.0,2.5,3049.0,1930.0,10440 200th St,Single Family Home,Hollis,New York,618000.0
1831,1925.0,4.0,2.0,3600.0,1965.0,85 Lyndale Ave,Single Family Home,Eltingville,Staten Island,690000.0
1832,3331.0,5.0,5.5,,1926.0,165 W 91st St Unit 12EF,,New Dorp,Staten Island,6300000.0
1833,3907.0,5.0,4.5,,1997.0,188 E 76th St Apt 28A,,Upper East Side,Manhattan,9238000.0
1834,4144.0,3.0,4.0,,1929.0,212 W 18th St Units 14E &amp; 15D,,Chelsea,Manhattan,16350000.0
1835,1792.0,6.0,2.0,5000.0,1905.0,5 Liberty Ave,,Dongan Hills,Staten Island,700000.0
1836,2301.0,4.0,2.5,2500.0,1999.0,73 Seguine Loop,Single Family Home,Prince's Bay,Staten Island,638000.0
1837,944.0,2.0,2.0,2610.0,1991.0,38 Stone Crest Ct,Single Family Home,Great Kills,Staten Island,425000.0
1838,1536.0,3.0,2.5,2500.0,1994.0,446 Manhattan St,,Tottenville,Staten Island,639000.0
1839,1600.0,3.0,2.5,2565.0,2002.0,1065 Sheldon Ave,Single Family Home,Woodrow,Staten Island,683300.0
1840,1740.0,3.0,1.5,2295.0,1978.0,344 Bartlett Ave,Single Family Home,Eltingville,Staten Island,650000.0
1841,1244.0,2.0,2.0,,1987.0,75 Wall St Apt 22M,,Financial District,New York,1450000.0
1842,3007.0,3.0,3.0,,2006.0,32 W 18th St Unit A11,,Union Square,Manhattan,5300000.0
1843,2200.0,5.0,4.0,4000.0,1960.0,2561 Cropsey Ave,,Gravesend,Brooklyn,1380000.0
1844,,2.0,2.0,,1963.0,345 E 81st St Apt 3F,,Upper East Side,Manhattan,925000.0
1845,1040.0,2.0,1.5,2300.0,1990.0,223 Roma Ave,Condo,Oakwood,Staten Island,435000.0
1846,1950.0,4.0,3.0,,1926.0,525 W 238th St Apt 3B,,Riverdale,Bronx,785000.0
1847,1683.0,3.0,,2600.0,1975.0,1440 E 70th St,,Bergen Beach,Brooklyn,795000.0
1848,1158.0,2.0,1.0,,2003.0,535 Dean St Apt 114,,Prospect Heights,Brooklyn,1310000.0
1849,1120.0,3.0,2.0,,2006.0,1827 83rd St Apt 2C,,Bensonhurst,Brooklyn,696000.0
1850,1368.0,3.0,1.5,975.0,1988.0,227 Rosedale Ave,,Huguenot,Staten Island,430000.0
1851,4060.0,3.0,1.0,,1910.0,264 Withers St,,Williamsburg,Brooklyn,1940000.0
1852,1422.0,4.0,2.5,2383.0,1920.0,1460 78th St,,Bensonhurst,Brooklyn,1260000.0
1853,1140.0,2.0,2.0,1600.0,1925.0,1653 73rd St,,Bensonhurst,Brooklyn,770000.0
1854,2880.0,3.0,3.5,2917.0,1930.0,2307 Avenue X,,Sheepshead Bay,Brooklyn,1100000.0
1855,2288.0,3.0,3.0,,2015.0,551 W 21st St Apt 5B,,Chelsea,Manhattan,5475000.0
1856,,1.0,1.0,,1969.0,10 W 66th St Apt 11J,,Upper West Side,Manhattan,929000.0
1857,1167.0,2.0,2.0,,2007.0,225 W 60th St Apt 7B,,Upper West Side,Manhattan,1650000.0
1858,1023.0,2.0,2.0,,2020.0,1916 Avenue X Unit 3B,,Sheepshead Bay,Brooklyn,643000.0
1859,1475.0,2.0,3.0,,2006.0,80 Riverside Blvd Apt 18F,,Upper West Side,Manhattan,2050000.0
1860,1128.0,3.0,1.0,2000.0,1930.0,186 Crystal St,,East New York,Brooklyn,535000.0
1861,2200.0,3.0,3.5,,1935.0,740 Prospect Pl,,Crown Heights,Brooklyn,1825000.0
1862,1216.0,3.0,1.5,,1930.0,48 Mackay Pl,,Bay Ridge,Brooklyn,885000.0
1863,,2.0,1.0,,1917.0,156 E 79th St Apt 11D,,Upper East Side,Manhattan,799000.0
1864,3200.0,7.0,4.5,,,521 Gates Ave,,Bedford-Stuyvesant,Brooklyn,1800000.0
